Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Dedicated Medical Equipment,https://www.crunchbase.com/organization/dedicated-medical-equipment,"E-Commerce, Medical, Medical Device","Hanoi, NA - Vietnam, Vietnam","Dedicated Medical Equipment is a supplier of blood pressure monitors, stethoscopes, and medical equipment.","802,057",Active,2015-01-01,year,,,,,For Profit,https://thietbiytetantam.com,,,,,
KeyPerson,https://www.crunchbase.com/organization/keyperson-090c,"Consulting, Education, Training","Hanoi, NA - Vietnam, Vietnam","KeyPerson is an educational consulting firm that offers mentoring, human resources consulting, and career counseling services.","802,144",Active,2015-01-01,year,,,,,For Profit,https://keyperson.vn,,,,,
Xeca.vn,https://www.crunchbase.com/organization/xeca-vn,,"Hanoi, NA - Vietnam, Vietnam",Traveling ticketing platform,"805,360",Active,2016-01-01,year,,,,,For Profit,https://xeca.vn/,Total management solutions for passenger transportation companies and ticketing platform for travelers.,Seed,,USD,
BEETECH GROUP,https://www.crunchbase.com/organization/beetech-group,,"Hanoi, NA - Vietnam, Vietnam","Beetech offers fingerprint-activated smart door locks, magnetic cards, electrical switches, and smart sockets.","805,925",Active,2015-03-03,day,,,,,For Profit,https://beetechgroup.com/,"BEETECH GROUP được biết đến như một “Flagship” - lá cờ đầu mang đến sự tiện nghi, sang trọng, hiện đại và thông minh cho ngôi nhà của bạn với những sản phẩm như khóa cửa thông minh sử dụng vân tay, thẻ từ, các loại công tắc điện, ổ cắm điện thông minh từ những thương hiệu hàng đầu thế giới. Hãy để Beetech Group mang đến giải pháp công nghệ tốt nhất cho ngôi nhà thông minh trong thời đại công nghệ mới.",,,,
Hanoi Stock Exchange,https://www.crunchbase.com/organization/hanoi-stock-exchange,Financial Services,"Hanoi, NA - Vietnam, Vietnam","Hanoi Stock Exchange is a providing accurate, up-to-date information on Vietnam stock market and disseminating knowledge to investors.","808,079",Active,2016-01-01,year,,,,,For Profit,https://hnx.vn/,"Hanoi Stock Exchange is a providing accurate, up-to-date information on Vietnam stock market and disseminating knowledge to investors.",,,,
TPS Software Corp.,https://www.crunchbase.com/organization/tps-software-corp,"Artificial Intelligence (AI), Blockchain, DevOps, Information Technology, Mobile Apps, Software, Web Development","Ho Chi Minh City, NA - Vietnam, Vietnam",Trusted partner in software development,"809,480",Active,2016-01-01,year,,,,,For Profit,https://tpssoft.com,"TPS is a software development & consulting, located in HCMC, Vietnam. The company was established in 2016 by one of the most accomplished management teams with more than 20 years of experience in software outsourcing development and technical support. The company also owns an in-house R&D department to agilely update all the latest technologies and transform them into beneficial solutions for partners. The team has been diligently working on the latest technologies: AI & ML, Blockchain, VR/AR, IoT,... The experience and innovation allow TPS to provide in-depth technical consultancies and propose promising end-to-end solutions for full-cycle development services including business analytics, strategic orientation, roadmap planning, implementation, testing, deployment, and maintenance Core services: - Software Development Services - Software & IT Consulting - Managed IT Services - Software Testing Taking “Trust” as the first priority, TPS acquires security and invention in all services it provides. TPS attained ISO 27001:2013 Certified Quality for Information Security Management System and CMMI level 3.  The company has been nonstop growing and has successfully recruited 250+ well-versed engineers into the team, which has enabled it to achieve successful deliverables. Also, that valuable resource allows the company to be more competitive for upcoming potential software developments. The company has expanded globally and became long-term partner with clients in North American, Australian, Japanese, Singaporean, New Zealand, etc.. markets. In 7 years of operation, TPS Software is eventually positioning itself as a trusted partner in software development services by delivering satisfaction to customers with high-quality solutions, on-time delivery, and inventive technology.",,,,
NeliSoftwares,https://www.crunchbase.com/organization/nelisoftwares,"Information Technology, Software, Web Development","Hanoi, NA - Vietnam, Vietnam",NeliSoftwares provides software and end-to-end javascript development services for business.,"812,015",Active,2017-01-01,year,,,,,For Profit,https://nelisoftwares.com,,,,,
Đại Kinh Nam,https://www.crunchbase.com/organization/công-ty-tnhh-xuất-nhập-khẩu-thương-mại-đại-kinh-nam,,"Hòa Bình, NA - Vietnam, Vietnam","Công Ty TNHH Xuất Nhập Khẩu Thương Mại Đại Kinh Nam - Đại Kinh Nam - chuyên cung cấp và phân phối Motor Giảm Tốc tại Bình Dương, Hà Nội","813,147",Active,2016-06-15,day,,,,,For Profit,https://daikinhnam.com.vn/,"Công Ty TNHH Xuất Nhập Khẩu Thương Mại Đại Kinh Nam - Đại Kinh Nam - chuyên cung cấp và phân phối Motor Giảm Tốc, Động Cơ Giảm Tốc, Hộp Số Giảm Tốc, Động Cơ Điện, Motor Động Cơ Rung, Động Cơ Phòng Nổ, Hộp giảm tốc NMRV, Hộp Giảm Tốc WPA, Hộp Giảm Tốc WPS, Hộp Giảm Tốc WPO, Hộp Giảm Tốc WPX, motor giảm tốc tải nặng, motor giảm tốc chân đế, motor giảm tốc mặt bích, motor điều chỉnh tốc độ, motor giảm tốc có thắng từ, motor giảm tốc 3 pha, motor giảm tốc 1 pha, motor giảm tốc cốt ngang, hộp giảm tốc zq, hộp giảm tốc 2 cấp, Hộp Số Giảm Tốc Cycloid Cyclo, Hộp Giảm Tốc Trục Vít chính hãng thương hiệu Chengming Đài Loan uy tín tại Bình Dương, TpHCM, Hà Nội, Thanh Hoá và toàn quốc.",,,,
Fincorp,https://www.crunchbase.com/organization/fincorp-a44f,"Financial Services, FinTech","Ho Chi Minh City, NA - Vietnam, Vietnam",Fincorp is a fintech company that provides management and distribution solutions for fund management companies.,"819,032",Active,2016-01-01,year,,,,,For Profit,https://fincorp.vn,,,,,
Velacorp,https://www.crunchbase.com/organization/velacorp,"E-Commerce, Financial Services, Logistics","Hanoi, NA - Vietnam, Vietnam",Velacorp is an investment company that invests in start-ups and also provides e-commerce logistics services and technology solutions.,"819,164",Active,2016-08-15,day,,,,,For Profit,https://www.velacorp.vn,,,,,
GoAsiaDayTrip,https://www.crunchbase.com/organization/goasiadaytrip,Travel,"Hanoi, NA - Vietnam, Vietnam",GoAsiaDayTrip is one of the most reliable travel company that provides day tours & airport transfer services to all countries in SEA region.,"822,671",Active,2015-10-01,day,,,,,For Profit,http://goasiadaytrip.com,"GoAsiaDayTrip offers an excellent product and makes it easier for the clients to search & book travel services. The web-based booking system with the propitious interface, fully functioning services, and flexible payment methods will be a helpful online reservation that can interactively plan your trip. They will provide you with 24/24 instant support to ensure your trip goes smoothly all the way.",,,,
TTC Energy,https://www.crunchbase.com/organization/ttc-energy,"Energy, Renewable Energy, Solar","Ho Chi Minh City, NA - Vietnam, Vietnam",TTC Energy provides a comprehensive solution for the use of electricity from solar energy.,"833,046",Active,2017-01-01,year,,,,,For Profit,http://www.ttcenergy.vn/,TTC Energy provides a comprehensive solution for the use of electricity from solar energy.,,,,
Kim Sora,https://www.crunchbase.com/organization/kim-sora,"Fashion, Manufacturing, Packaging Services","Da Nang, NA - Vietnam, Vietnam",Kim Sora specializes in manufacturing clothing products and medical facemasks for exporting.,"833,047",Active,2015-09-25,day,,,,,For Profit,https://kimsora.com.vn,,,,,
Thao & Co.,https://www.crunchbase.com/organization/thao-co,"Information Technology, Marketing, Professional Services, Translation Service, Web Development","Ho Chi Minh City, NA - Vietnam, Vietnam",Tech-enabled Translation company,"833,454",Active,2016-05-01,day,,,,,For Profit,https://thaonco.com/,"A different kind of translation agency – fast, meticulous, transparent",,,,
Yen Bai Industry Mineral,https://www.crunchbase.com/organization/yen-bai-industry-mineral,"Chemical, Industrial, Manufacturing, Mining","Yên Bái, NA - Vietnam, Vietnam",Yen Bai Industry Mineral is a manufacturer and exporter of calcium carbonate powder from limestone quarries.,"833,482",Active,2015-01-01,year,2018-08-10,day,,,For Profit,http://ybm.com.vn,"Yen Bai Industry Mineral manufactures and processes all kinds of minerals, uncoated stone powder, and tone powder coated with stearic acid products for the paint, plastic, paper, and rubber industries.",IPO,,,
TG GROUP,https://www.crunchbase.com/organization/tg-group-56fd,"E-Commerce, Information Technology, Marketing, Marketplace, SaaS, Software","Hanoi, NA - Vietnam, Vietnam",Ecommerce & Saas company.,"834,796",Active,2017-01-01,year,,,,,For Profit,https://tgstars.com,"TG GROUP is an Ecommerce & Saas company based in Viet Nam. Over the past 6 years, the company has sold hundreds of thousands Print On Demand/Physical items to customers all over the world (making the company top sellers on the most popular Ecommerce Marketplaces such as Etsy, Amazon), sold tens of thousands of licenses marketing Web-based application.  To learn more, visit www.tgstars.com",,,,
GraphicsMiner Lab,https://www.crunchbase.com/organization/graphicsminer-lab,"Computer, Human Resources, Information Technology, Robotics","Ho Chi Minh City, NA - Vietnam, Vietnam",a human computer interaction startup,"835,653",Active,2016-11-20,day,,,,,For Profit,http://graphicsminer.com/,,,,,
SEN Platform,https://www.crunchbase.com/organization/sen-platform,"Information Technology, Online Portals","Ho Chi Minh City, NA - Vietnam, Vietnam",SEN Platform provides online learning solutions.,"836,808",Active,2015-01-01,year,,,,,For Profit,https://www.smartedunow.com,SEN Platform provide world-class solutions for schools to launch blended teaching and for publishers to distribute digital whole-courses online.,,,,
G-Group Technology,https://www.crunchbase.com/organization/g-group-technology,,"Hanoi, NA - Vietnam, Vietnam","G-Group Technology focuses on investment and development in the fields of fintech, media tech, and cybersecurity.","837,211",Active,2016-01-01,year,,,,,For Profit,https://g-group.vn/,"G-Group Technology focuses on investment and development in the fields of fintech, media tech, and cybersecurity.",,,,
Cross Technology & Communication,https://www.crunchbase.com/organization/cross-technology-communication,"Digital Marketing, Information Technology, Mobile Apps","Hanoi, NA - Vietnam, Vietnam",Cross Technology & Communication is a technology and communication company that offers digital marketing and web app development services.,"841,321",Active,2017-01-01,year,,,,,For Profit,https://www.crosstechcom.com,,,,,
RealPlus,https://www.crunchbase.com/organization/realplus-bda3,"Consulting, Market Research, Real Estate","Ho Chi Minh City, NA - Vietnam, Vietnam",RealPlus is a real estate company that provides market research and development consultation services for various properties.,"846,015",Active,2017-01-01,year,,,,,For Profit,http://www.realplus.com.vn,,,,,
Madeezi,https://www.crunchbase.com/organization/madeezi,"Internet of Things, Mobile Apps, Web Apps","Ho Chi Minh City, NA - Vietnam, Vietnam","Madeezi focuses on mobile app, web, game, and IoT device development services.","857,742",Active,2016-01-01,year,,,,,For Profit,https://www.madeezi.com,,,,,
DYNO,https://www.crunchbase.com/organization/dyno-e1d4,"Big Data, FinTech, Marketing, Recruiting","Hanoi, NA - Vietnam, Vietnam","Utilize big data to solve problem on fintech, marketing and recuiting","861,534",Active,2016-10-14,day,,,,,For Profit,http://dyno.vn,"Offering solution to help financial institutions save operation cost, reduce risks. We support information for Financial Institutions to prescreen and to detecting fraud on their customer data. For recruitment, we offer an automatic system to bring the best candidates for employers.",,,,
The7,https://www.crunchbase.com/organization/the7,"Advertising, Digital Marketing","Ho Chi Minh City, NA - Vietnam, Vietnam",The7 is a digital advertising and marketing company.,"865,238",Active,2016-01-01,day,,,,,For Profit,https://the7.vn/,,,,,
Happiness Saigon,https://www.crunchbase.com/organization/happiness-saigon,Advertising,"Hanoi, NA - Vietnam, Vietnam",Happiness Saigon is managed by partners from different generations and nationalities.,"874,813",Active,2015-01-01,year,,,,,For Profit,https://happiness-saigon.com/,"Happiness Saigon is a new communication agency with the vision that nowadays Everything is Media and even more Everyone is Media.They walk the talk.  With a structure of 27 people from different nationalities and complimentary skills needed to implement this vision and with solid ""creative management"" making sure that there is no strategy for the sake of strategy, or creativity for the sake of creativity.",,,,
ISOFH,https://www.crunchbase.com/organization/isofh,"Health Care, Information Technology, Software","Hanoi, NA - Vietnam, Vietnam",ISOFH provides healthcare information management solutions.,"889,885",Active,2015-01-01,year,,,,,For Profit,https://isofh.com/,,,,,
Adventure Journey - Vietnam,https://www.crunchbase.com/organization/adventure-journey-vietnam,Travel Agency,"Hue, NA - Vietnam, Vietnam","Day Trips, Custom Made Tours, Travel Packages & Transport Service in Vietnam","890,777",Active,2016-07-14,day,,,,,For Profit,https://adventurejourney.vn/,Adventure Journey - A Top Tour Operator in Vietnam for Tours & Transport Service!,,,,
VinaCapital Vietnam Opportunity Fund,https://www.crunchbase.com/organization/vinacapital-vietnam-opportunity-fund,,"Ho Chi Minh City, NA - Vietnam, Vietnam",A closed-end fund trading on the London Stock Exchange’s Main Market.,"890,817",Active,2016-01-01,year,,,,,For Profit,https://vof-fund.com/,,,,,
BKHOST,https://www.crunchbase.com/organization/bkhost,"Cloud Management, Domain Registrar, Information Technology","Hanoi, NA - Vietnam, Vietnam","BKHOST is an IT company that provides hosting, domain registration, cloud services, email marketing, and private email marketing services.","905,182",Active,2015-01-01,year,,,,,For Profit,https://bkhost.vn/,,,,,
Petrovietnam Ca Mau Fertilizer,https://www.crunchbase.com/organization/petrovietnam-ca-mau-fertilizer,Manufacturing,"Cà Mau, NA - Vietnam, Vietnam","Petrovietnam Ca Mau Fertilizer manufactures chemicals, fertilizers, and nitrogen compounds.","908,549",Active,2017-01-01,year,2015-03-20,day,,,For Profit,http://www.pvcfc.com.vn,"Petrovietnam Ca Mau Fertilizer offers a range of nutrition solutions for crops. They work in the fields of fertilizer production and trading services, which support the supply of chemicals as well as food security.",IPO,,,
GIG Việt Nam - Công Ty Tư Vấn Đầu Tư Định Cư Quốc Tế,https://www.crunchbase.com/organization/gig-aa6d,,"Da Nang, NA - Vietnam, Vietnam","We always provide SAFE – SIMPLE – FAST investment solutions to settle down, bringing opportunities to SECURITY – LOTTERY – GLOBAL","916,990",Active,2015-01-01,year,,,,,For Profit,https://gig.com.vn,,,,,
Vimiti,https://www.crunchbase.com/organization/vimiti,Video,"Ho Chi Minh City, NA - Vietnam, Vietnam",Video indexing,"918,580",Closed,2015-01-01,year,,,,none,For Profit,http://vimiti.com,,,,,
"Solazu Co,Ltd.,",https://www.crunchbase.com/organization/solazu-co-ltd,"Information Technology, SaaS","Hanoi, NA - Vietnam, Vietnam","Solazu offers mobile Applications, Loyalty Platforms, SaaS, Big Enterprise Solutions, digital Product Design-development, etc.","921,735",Active,2016-01-01,year,,,,,For Profit,https://www.solazu.com,,,,,
Nội Thất Đương Đại,https://www.crunchbase.com/organization/nội-thất-đương-đại,"Architecture, Furniture, Interior Design","Hanoi, NA - Vietnam, Vietnam",Nội Thất Đương Đại is a company specializing in providing interior design services and full-package interior construction.,"927,557",Active,2015-01-30,day,,,,,For Profit,https://noithatduongdai.vn,"Nội Thất Đương Đại is a brand operating in the field of design, construction and interior and exterior decoration. We are committed to ensuring health safety standards for users. With a unique style of expression, we always put service quality first. Contemporary Furniture is confident that it will bring customers satisfaction with living and working space at the most reasonable prices in today's competitive market.",,,,
APEX Global,https://www.crunchbase.com/organization/apex-global,"Consulting, Information Technology, Training","Ho Chi Minh City, NA - Vietnam, Vietnam","APEX Global provides training & consulting services in software development, IT service management and business solutions.","928,898",Active,2015-01-01,year,,,,,For Profit,http://www.apexglobal.com.vn/en/,,,,,
Mama Sữa Non,https://www.crunchbase.com/organization/mama-sữa-non,,"Hanoi, NA - Vietnam, Vietnam","Mama Sữa Non - công ty tiên phong số 1 tại Việt Nam về Sữa Non 26/134 Lê Trọng Tấn, Thanh Xuân, HN 18001716 https://mamasuanon.vn","930,573",Active,2016-01-01,year,,,,,For Profit,https://mamasuanon.vn/,,,,,
Biozilla,https://www.crunchbase.com/organization/biozilla,"Biotechnology, Life Science, Pharmaceutical","Ho Chi Minh City, NA - Vietnam, Vietnam","Biozilla is a contract research organization for researchers in the biotech, pharmaceutical, and academic fields.","938,596",Active,2015-01-01,year,,,,,For Profit,https://www.biozilla.bio,,,,,
Ant Tech,https://www.crunchbase.com/organization/ant-tech,"Consulting, Project Management, Software, Web Design, Web Development","Ho Chi Minh City, NA - Vietnam, Vietnam","Ant Tech is a software company that specializes in consulting, web design and development, testing, and project management services.","956,663",Active,2016-01-01,year,,,,,For Profit,https://ant-tech.eu/,"Ant Tech is a software company that provides consulting and technology services for small and large companies. The company specializes in design, development, testing, frontend, backend, and quality assurance. The vision of Ant Tech is to create products that help both organizations and consumers.",,,,
DeeDee Animation Studio,https://www.crunchbase.com/organization/deedee-animation-studio,"Animation, Art, Film Production, Media and Entertainment, Video","Hanoi, NA - Vietnam, Vietnam",An award-winning Vietnamese 2D animation production agency,"968,670",Active,2016-02-01,month,,,,,For Profit,https://www.deedeestudio.net,"DeeDee Animation Studio, as a member of BRIDEA., JSC, is an award-winning animation production agency, based in Hanoi, Vietnam. We are known for our expertise in 2D animation production service, with experience in animation films, animation series, educational videos, animation music videos, TVC, and advertisements. DeeDee Animation Studio is founded in 2012 in Hanoi, Vietnam, from our passion for the art of animation and storytelling. Our team at DeeDee Animation Studio is a collective of young and passionate storytellers, artists, and animators that all share the same vision of bringing Vietnamese animation onto the world's stage. ​DeeDee Animation Studio takes pride in delivering our animation services at the highest international standard. Our commitment to the highest quality of animation productions has been proven time and again with the prestigious international awards we have had the honor to receive over the years. We also have had the opportunity to collaborate with influential, industry-leading partners, both locally and internationally.",,,,
SoNice,https://www.crunchbase.com/organization/sonice,"Art, E-Commerce, Marketplace, Retail","Ho Chi Minh City, NA - Vietnam, Vietnam",SoNice is an online marketplace for designer products. ,"979,144",Active,2016-01-01,year,,,,,For Profit,https://sonice.vn,"SoNice is an online marketplace for designer products. It connects local producers in Vietnam to global consumers. SoNice focuses on distributing art, furniture, clothing, and food. ",,,,
Ella Study,https://www.crunchbase.com/organization/ella-study,"E-Learning, EdTech, Education, Training, Vocational Education","Hanoi, NA - Vietnam, Vietnam","Ella Study is an e-learning platform that provides career mentorship, overseas study consultation, and Industry & professional training.","982,526",Active,2016-01-01,year,,,,,For Profit,https://ellastudy.com,,,,,
Wisami,https://www.crunchbase.com/organization/wisami,"Human Resources, IT Management, Real Time, Software","Hanoi, NA - Vietnam, Vietnam","Wisami is an IT company that provides software solutions for timekeeping, payroll, HR administration, and document management.","982,744",Active,2016-01-01,year,,,,,For Profit,https://wisami.com,,,,,
Dotmark,https://www.crunchbase.com/organization/dotmark,"Advertising, Marketing, Social Media, UX Design, Video","Hanoi, NA - Vietnam, Vietnam","Dotmark is a marketing firm that specializes in marketing strategy, UI/UX design, social media, video creation and performance advertising.","983,315",Active,2016-01-01,year,,,,,For Profit,http://www.dotmark.vn,,,,,
TTC Solutions,https://www.crunchbase.com/organization/ttc-solutions,"Consulting, Information Technology, Software","Hanoi, NA - Vietnam, Vietnam","Software Development Outsourcing - Mobile App, Web Solutions, Applications, Dedicated Teams and Testing Services.","985,656",Active,2016-01-01,year,,,,,For Profit,https://ttc-solutions.com,"TTC Solutions is a leading IT provider in Vietnam. Since the year of 2016, we have been providing excellent solutions to giant clients in Vietnam. As one of our most important missions, we are expanding our business to the global market by providing premier value IT services, helping customers to reach their business goals. - Technologies: + Back-End: Java, Python, PHP, Swift, .NET, C#, C++, scala, Golang. + Font-End: angular 2+, Node JS, Angular JS, React JS, JavaScript, HTML/CSS3. + Testing: Pentest, Automative Testing, A/B Testing, Performance Testing, Functional Testing, Automation Test. + MiddleWare: Apache, Tomcat, NginX, Springboot. + Mobile Dev.: IOS, Android, Cross Platform (Flutter, ReactNative, Cordova). + Web: Struts MVC, Spring MVC, JSF, Hibernate, Spark, GWT. + Database: MySQL, PostgreSQL, MSSQL Server, Oracle, DB2, Mongo DB, SQLite. + Big Data: Hadoop, Spark, HDFS, HBase, Cassandra, Phoenix, Map Reduce, Zookeeper, Apache Pig. + AI: Tensorflow, Keras, SCIKIT Learn , Spark Mlib, PyTorch, ML Kit, AI Kit. - Services: + Custom Development: Web & Application, Mobile (iOS, Android, Cross-platform), Embedded & IoT. + Dedicated Team: Full-time Developers, Development Teams, Remote R&D Centers. + Software Testing: Software Testing Center, Automated Software Testing, Test Process Automation. + Managed Services: App Management, Support & Maintenance, DepOps & Cloud, Software Modernization. + IT Consulting: Business Processes Optimization, Migration From Legacy Systems, Cyber Security.",,,,
Data V Tech,https://www.crunchbase.com/organization/data-v-tech,"Data Collection and Labeling, Enterprise Resource Planning (ERP), Information Services, Information Technology, Software","Ho Chi Minh City, NA - Vietnam, Vietnam",Data V Tech provides software and hardware services that automate data collection and record historical data based on business demands.,"986,754",Active,2017-01-01,year,,,,,For Profit,https://www.datavtech.com/,,,,,
Penfield,https://www.crunchbase.com/organization/penfield-d068,"Consulting, Legal, Professional Services","Hanoi, NA - Vietnam, Vietnam","PENFIELD LLC is an investment advisory firm that provides labor, construction, and real estate litigation services.","988,993",Active,2015-01-01,year,,,,,For Profit,https://penfield.vn,,,,,
Hugital.vn,https://www.crunchbase.com/organization/hugital-vn,"Advertising, Digital Marketing, Service Industry, Social Media Marketing","Ho Chi Minh City, NA - Vietnam, Vietnam",Hugital.vn is a company that specializes in digital marketing and services.,"1,006,708",Active,2016-01-01,year,,,,,For Profit,https://hugital.vn,"Hugital.vn is a social networking platform-based marketing company. They offer advertising, and while online marketing retains the same core values as traditional marketing, there are still differences.",,,,
Heart of Darkness Brewery,https://www.crunchbase.com/organization/heart-of-darkness-brewery,"Craft Beer, Wine And Spirits, Winery","Ho Chi Minh City, NA - Vietnam, Vietnam",Heart of Darkness Brewery is a winery company that brews craft beers.,"1,008,891",Active,2016-01-01,year,,,,,For Profit,https://heartofdarknessbrewery.com/,,,,,
Duong's Restaurant,https://www.crunchbase.com/organization/duong-s-restaurant,,"Hanoi, NA - Vietnam, Vietnam","Duong's Restaurant is a chain of restaurants branded Duong in Vietnam. Founded by Chef Duong, one of the top chefs in Vietnam.","1,010,251",Active,2015-05-05,day,,,,,For Profit,https://duongsrestaurant.com,"My name is Hoang Duong, my food journey started when I was a young boy living in the village. My Vietnamese food passion was ingrained when I was a child and watched my father preparing my family meals. My father was a master in the kitchen and he instilled in me the importance of using fresh ingredients when cooking the family meals. As I traveled down the road to where I am now, I kept building knowledge and authentic cuisine recipes learnt from my father previously. I had a belief that whilst freshness of ingredients was a core key, another key to deliver dishes with full of flavor was to use only the best local produce. My influence makes the seasonality of produce the most important aspect of the menu here at Duong’s Restaurant, this is the reason why the menu often continues to evolve in line with the availability of produce. My passion, hard-working and ability to be a good chef were showcased on both Top Chef Vietnam and Ironchef Vietnam competitions. I was one of 16 chefs to be invited to Top Chef Vietnam in 2014 where I finished at the 4th position. My showcase at Top Chef helps me to being sought out as a mentor for younger Vietnamese chefs. I also travel around Vietnam to provide advices to many Vietnamese restaurants and chefs, both young and old. This is one of the aspects that I like most when I am working as a mentor. Because I can help others and to enhance the flavours and variety in Vietnamese food. enhance the flavours and variety in Vietnamese food. I am proud to launch Duong’s Restaurant as my first solo venture and the first leg of my journey and vision. The 1st one is in Hanoi – Duong’s Restaurant in Ngo Huyen street then the one in Ma May street marked as my 2nd Duong’s restaurant. Lately, the Duong Restaurant Saigon is proudly opening, this is 3rd Duong’s restaurant. I am honoured to share this journey with my family, friends and most importantly, with you – our beloved customers. I hope you will enjoy the journey that I am going to take you on where I’ll beautifully present you a mix of traditional Vietnamese dishes with Vietnamese / French fusion dishes.",,,,
IDS Software,https://www.crunchbase.com/organization/ids-software,"CMS, Information Technology, Outsourcing, Real Estate, Software","Ho Chi Minh City, NA - Vietnam, Vietnam","IDS Software is an agile software development company, delivering various services...","1,019,752",Active,2015-03-30,day,,,,,For Profit,https://www.idsolutions.com.vn/,"IDS Software is an agile software development company, delivering various services such as software application development, website development and maintenance, mobile application development or web deployment.  All of them can be divided into 2 main groups: custom software development and software development outsourcing (onshore vs offshore). Working with a diversity of clients from Europe to Asia, we have solid experience in bringing dynamic solutions to leverage businesses in different industries.",,,,
BankGo,https://www.crunchbase.com/organization/bankgo,"Banking, Finance, FinTech","Hanoi, NA - Vietnam, Vietnam","BankGo.com is the largest banking and financial comparison platform in Vietnam, connecting Borrowers with Banks for housing and car loans","1,020,357",Closed,2016-01-01,year,,,,none,For Profit,http://bankgo.com,"BankGo is a banking and financial comparison platform that connects borrowers with banks for housing, car, and consumer loans. It allows individuals and businesses to search, compare, and easily apply for loans with the best interest rates. The platform also provides its users with credit cards, savings accounts, and SME loans, helping them get relevant information and support in choosing the best options and alternatives to borrow money. BankGo was launched in 2016 and is operated from Hanoi, Vietnam.",Seed,,USD,
Danangsale,https://www.crunchbase.com/organization/danangsale,Fashion,"Da Nang, NA - Vietnam, Vietnam","Danangsale.vn là shop TMĐT chuyên quần áo phụ nữ, trẻ em","1,021,317",Active,2017-01-01,day,,,,,For Profit,https://danangsale.vn/,"DANANGSALE là kênh giao dịch thương mại điện tử của Shop Đà Nẵng Sale, với các mặt hàng chủ yếu là Thời trang phụ nữ, Thời trang trẻ em, Thời trang VNXK, Thời trang Quảng Châu... Danangsale.vn trực thuộc Công ty TNHH GROUP 4N, được hình thành nhằm đáp ứng nhu cầu giao dịch trực tuyến ngày càng thông dụng của khách hàng và nâng cao cơ hội mua được sản phẩm đúng nhu cầu với chất lượng tốt, giá phải chăng",,,,
Vietcetera’s Vietnam Innovators Fund,https://www.crunchbase.com/organization/vietcetera-s-vietnam-innovators-fund,,"Ho Chi Minh City, NA - Vietnam, Vietnam","Vietnam Innovators Fund is a investment arm of Vietcetera, invests in Vietnamese startups at seed and Series A funding stages.","1,021,601",Active,2016-01-01,year,,,,,For Profit,https://vietcetera.com/en/innovators-fund,"Vietnam Innovators Fund is a investment arm of Vietcetera, invests in Vietnamese startups at seed and Series A funding stages.",,,,
Công ty TNHH Cân Điện Tử Tiến Danh,https://www.crunchbase.com/organization/công-ty-tnhh-cân-điện-tử-tiến-danh,E-Commerce,"Ho Chi Minh City, NA - Vietnam, Vietnam",Công ty TNHH Cân Điện Tử Tiến Danh- nhãn hiệu đăng ký bảo hộ độc quyền tại Việt Nam – là một nhà cung cấp chuyên nghiệp các loại cân điện tử,"1,022,899",Active,2015-06-15,day,,,,,For Profit,https://cantiendanh.com/,"Công ty TNHH Cân Điện Tử Tiến Danh- nhãn hiệu đăng ký bảo hộ độc quyền tại Việt Nam – được khách hàng biết đến là một nhà cung cấp chuyên nghiệp các loại cân điện tử từ cân vàng đến cân ô tô 150 tấn. Các hệ thống điện, điều khiển từ mV-kV, phần mềm các loại. Công ty là nhà phân phối, thiết kế, thi công và sản xuất cân điện tử, cân băng định lượng, cân đóng bao, phần mềm điều khiển giám sát, hệ thống điện, điều khiển và đo lường. Sản phẩm của Công ty bán cung cấp là sản phẩm chính hãng có CO –CQ chứng nhận nguồn gốc, xuất sứ hàng hóa với giá cả cạnh tranh nhất.",,,,
E&G Beauty Thương Hiệu Mỹ Phẩm - Dược Mỹ Phẩm,https://www.crunchbase.com/organization/e-g-beauty-thương-hiệu-mỹ-phẩm-dược-mỹ-phẩm,E-Commerce,"Hanoi, NA - Vietnam, Vietnam",E&G Beauty là thương hiệu mỹ phẩm và dược mỹ phẩm đầu tiên tại Việt Nam đạt tiêu chuẩn chất lượng quốc tếWebsite: https://egbeauty.vn/,"1,023,500",Active,2015-11-06,day,,,,,For Profit,,"E&G Beauty là thương hiệu mỹ phẩm và dược mỹ phẩm đầu tiên tại Việt Nam đạt tiêu chuẩn chất lượng quốc tế với mức giá phù hợp dành cho tất cả những ai yêu thích và mong muốn làm đẹp. Address: 36 P. Hoàng Cầu, Chợ Dừa, Đống Đa, Hà Nội ,",,,,
PQR,https://www.crunchbase.com/organization/pqr-12b1,"Commercial Real Estate, Property Development, Real Estate","Ho Chi Minh City, NA - Vietnam, Vietnam","PQR is a property development company that specializes in beach villas, resorts, shophouses, and hotel projects.","1,032,769",Active,2017-01-01,year,,,,,For Profit,https://pqr.vn,,,,,
BSOP,https://www.crunchbase.com/organization/bsop,"Commercial Real Estate, Financial Services, Property Management, Real Estate Investment","Hanoi, NA - Vietnam, Vietnam",BSOP is an investment consulting company that offers foreign investment and immigration services.,"1,039,320",Active,2015-01-01,year,,,,,For Profit,https://bsop.com.vn,,,,,
